"GLI1_UP.V1_DN","GLI1_UP.V1_UP","E2F1_UP.V1_DN","E2F1_UP.V1_UP","EGFR_UP.V1_DN","EGFR_UP.V1_UP","ERB2_UP.V1_DN","ERB2_UP.V1_UP","GCNP_SHH_UP_EARLY.V1_DN","GCNP_SHH_UP_EARLY.V1_UP","GCNP_SHH_UP_LATE.V1_DN","GCNP_SHH_UP_LATE.V1_UP","RAPA_EARLY_UP.V1_DN","RAPA_EARLY_UP.V1_UP","HINATA_NFKB_IMMU_INF","HINATA_NFKB_MATRIX","CYCLIN_D1_KE_.V1_DN","CYCLIN_D1_KE_.V1_UP","CYCLIN_D1_UP.V1_DN","CYCLIN_D1_UP.V1_UP","CSR_EARLY_UP.V1_DN","CSR_EARLY_UP.V1_UP","CSR_LATE_UP.V1_DN","CSR_LATE_UP.V1_UP","AKT_UP_MTOR_DN.V1_DN","AKT_UP_MTOR_DN.V1_UP","AKT_UP.V1_DN","AKT_UP.V1_UP","MTOR_UP.V1_DN","MTOR_UP.V1_UP","PIGF_UP.V1_DN","PIGF_UP.V1_UP","VEGF_A_UP.V1_DN","VEGF_A_UP.V1_UP","BCAT_GDS748_DN","BCAT_GDS748_UP","BCAT.100_UP.V1_DN","BCAT.100_UP.V1_UP","ATF2_S_UP.V1_DN","ATF2_S_UP.V1_UP","ATF2_UP.V1_DN","ATF2_UP.V1_UP","WNT_UP.V1_DN","WNT_UP.V1_UP","ATM_DN.V1_DN","ATM_DN.V1_UP","P53_DN.V2_DN","P53_DN.V2_UP","RELA_DN.V1_DN","RELA_DN.V1_UP","P53_DN.V1_DN","P53_DN.V1_UP","BCAT_BILD_ET_AL_DN","BCAT_BILD_ET_AL_UP","E2F3_UP.V1_DN","E2F3_UP.V1_UP","MYC_UP.V1_DN","MYC_UP.V1_UP","SRC_UP.V1_DN","SRC_UP.V1_UP","SNF5_DN.V1_DN","SNF5_DN.V1_UP","CAMP_UP.V1_DN","CAMP_UP.V1_UP","LTE2_UP.V1_DN","LTE2_UP.V1_UP","MEK_UP.V1_DN","MEK_UP.V1_UP","RAF_UP.V1_DN","RAF_UP.V1_UP","PRC1_BMI_UP.V1_DN","PRC1_BMI_UP.V1_UP","PRC2_EED_UP.V1_DN","PRC2_EED_UP.V1_UP","PRC2_EZH2_UP.V1_DN","PRC2_EZH2_UP.V1_UP","PRC2_SUZ12_UP.V1_DN","PRC2_SUZ12_UP.V1_UP","JNK_DN.V1_DN","JNK_DN.V1_UP","BRCA1_DN.V1_DN","BRCA1_DN.V1_UP","CTIP_DN.V1_DN","CTIP_DN.V1_UP","PKCA_DN.V1_DN","PKCA_DN.V1_UP","MTOR_UP.N4.V1_DN","MTOR_UP.N4.V1_UP","PTEN_DN.V2_DN","PTEN_DN.V2_UP","DCA_UP.V1_DN","DCA_UP.V1_UP","ESC_J1_UP_EARLY.V1_DN","ESC_J1_UP_EARLY.V1_UP","ESC_J1_UP_LATE.V1_DN","ESC_J1_UP_LATE.V1_UP","ESC_V6.5_UP_EARLY.V1_DN","ESC_V6.5_UP_EARLY.V1_UP","ESC_V6.5_UP_LATE.V1_DN","ESC_V6.5_UP_LATE.V1_UP","ALK_DN.V1_DN","ALK_DN.V1_UP","BMI1_DN_MEL18_DN.V1_DN","BMI1_DN_MEL18_DN.V1_UP","BMI1_DN.V1_DN","BMI1_DN.V1_UP","MEL18_DN.V1_DN","MEL18_DN.V1_UP","PTEN_DN.V1_DN","PTEN_DN.V1_UP","NOTCH_DN.V1_DN","NOTCH_DN.V1_UP","EIF4E_DN","EIF4E_UP","CRX_DN.V1_DN","CRX_DN.V1_UP","CRX_NRL_DN.V1_DN","CRX_NRL_DN.V1_UP","NRL_DN.V1_DN","NRL_DN.V1_UP","RB_DN.V1_DN","RB_DN.V1_UP","RB_P107_DN.V1_DN","RB_P107_DN.V1_UP","RB_P130_DN.V1_DN","RB_P130_DN.V1_UP","CAHOY_ASTROCYTIC","CAHOY_ASTROGLIAL","CAHOY_NEURONAL","CAHOY_OLIGODENDROCUTIC","RPS14_DN.V1_DN","RPS14_DN.V1_UP","IL15_UP.V1_DN","IL15_UP.V1_UP","IL2_UP.V1_DN","IL2_UP.V1_UP","IL21_UP.V1_DN","IL21_UP.V1_UP","PDGF_ERK_DN.V1_DN","PDGF_ERK_DN.V1_UP","PDGF_UP.V1_DN","PDGF_UP.V1_UP","TGFB_UP.V1_DN","TGFB_UP.V1_UP","YAP1_DN","YAP1_UP","SIRNA_EIF4GI_DN","SIRNA_EIF4GI_UP","HOXA9_DN.V1_DN","HOXA9_DN.V1_UP","SINGH_KRAS_DEPENDENCY_SIGNATURE_","STK33_DN","STK33_NOMO_DN","STK33_NOMO_UP","STK33_SKM_DN","STK33_SKM_UP","STK33_UP","KRAS.AMP.LUNG_UP.V1_DN","KRAS.AMP.LUNG_UP.V1_UP","KRAS.DF.V1_DN","KRAS.DF.V1_UP","TBK1.DF_DN","TBK1.DF_UP","TBK1.DN.48HRS_DN","TBK1.DN.48HRS_UP","NFE2L2.V2","CORDENONSI_YAP_CONSERVED_SIGNATURE","JAK2_DN.V1_DN","JAK2_DN.V1_UP","KRAS.300_UP.V1_DN","KRAS.300_UP.V1_UP","KRAS.50_UP.V1_DN","KRAS.50_UP.V1_UP","KRAS.600_UP.V1_DN","KRAS.600_UP.V1_UP","KRAS.600.LUNG.BREAST_UP.V1_DN","KRAS.600.LUNG.BREAST_UP.V1_UP","KRAS.BREAST_UP.V1_DN","KRAS.BREAST_UP.V1_UP","KRAS.KIDNEY_UP.V1_DN","KRAS.KIDNEY_UP.V1_UP","KRAS.LUNG_UP.V1_DN","KRAS.LUNG_UP.V1_UP","KRAS.LUNG.BREAST_UP.V1_DN","KRAS.LUNG.BREAST_UP.V1_UP","KRAS.PROSTATE_UP.V1_DN","KRAS.PROSTATE_UP.V1_UP","LEF1_UP.V1_DN","LEF1_UP.V1_UP"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SLPI","DGKZ","FAM134A","SNTB1","ATRX","NUAK1",,,,,"ATG2B","SLC39A4",,,"MACC1",,,,,,,,"VGLL3","LPPR1","SELE","TONSL",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LEPREL4","LOC643011","AKTIP","CRIM1","STOX2","TNF",,,,,"ZWINT","NRBF2",,,"HGD",,,,,,,,"TRIM48","LAG3","NLGN4Y","BRSK2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SH3GL3","HOXA10","PTPLAD2","TANC1","TNF","AFF4",,,,,"MPDZ","CRABP2",,,"NRCAM",,,,,,,,"VAV3","FAM174B","COL5A3","MTMR8",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SLC38A5","CLEC5A","SAR1B","MANSC1","IRF1","FAM70A",,,,,"PSMB8","IFT57",,,"NUTF2",,,,,,,,"ZNF154","MOBP","CREB3L1","ZNF671",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PIK3R3","ADSL","BTBD7","RAB27B","CMTM3","SETBP1",,,,,"ARMC1","CCDC68",,,"KIAA0319",,,,,,,,"CALML3","PRG1","CACNA2D3","PTGIS",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PDCD2L","GALT","MAP3K8","GBX2","CD53","VWA5A",,,,,"LSM14A","PIK3CD",,,"CYP8B1",,,,,,,,"NAALADL1","HIST1H2BB","ALG1L2","SPHK1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HOXA10","FMR1","WHAMM","PWP2","LOC285147","AKTIP",,,,,"ODF2","NUDT4",,,"TPD52L1",,,,,,,,"CXorf48","FLT4","IL22","PRDM14",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OSBPL1A","C16orf74","FAM199X","EEF2K","PALLD","WBP2",,,,,"IMPACT","TRIM36",,,"REEP1",,,,,,,,"SMPDL3B","PELI2","RARRES3","PLXNB3",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLD1","KIAA1804","KIFC3","BMX","TRIP11","GPRIN3",,,,,"SCAF11","TNFRSF10B",,,"TP73",,,,,,,,"NOX3","NR4A3","YBX2","KIF24",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLR3B","PCCB","STK17B","YDJC","NFXL1","FGL2",,,,,"SMAD5","GOLPH3L",,,"ODF3L1",,,,,,,,"MCHR1","MGAT4A","PYHIN1","SLIT2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MPRIP","SAMD13","TNFAIP6","LOC388942","PPCS","GLCE",,,,,"GTF2A1","MICA",,,"ZNF649",,,,,,,,"CCDC102B","TLR4","IMPA2","TAPT1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RNF144A","LOC255512","NR1D2","C1orf228","NMNAT1","RNF121",,,,,"SNX15","SAP30BP",,,"SMC5",,,,,,,,"PNMT","TRIM45","KCNIP2","HAO2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EEF2K","ZNRF3","CLEC7A","TXNRD3","CEP19","BTN2A1",,,,,"SPIN1","FERMT2",,,"FLT1",,,,,,,,"ARHGEF38","KCNJ13","ZSCAN2","ANO2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KBTBD11","VAT1","PTGFRN","CXorf57","SUCNR1","C10orf54",,,,,"RBM4","CSGALNACT2",,,"FAM69A",,,,,,,,"NR1I3","PCDH9","HOXB3","ATP4A",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PODXL","PSTPIP2","CADM1","BMP2K","JUNB","IL6ST",,,,,"ANGPTL4","LIPG",,,"PTDSS2",,,,,,,,"ABCB11","C10orf81","DLX6","PRSS2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NDFIP1","SLC35F1","ZNF238","PDGFRL","TGFB1I1","LOC440309",,,,,"RAI14","GPX2",,,"METTL3",,,,,,,,"NYNRIN","GPR18","FSCN2","SOX10",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CYP4F2","POLD1","TBCEL","CCR2","HECW2","GPR135",,,,,"NFYB","ENO2",,,"GSTA5",,,,,,,,"ART1","DUSP4","CKM","NCAM1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UAP1L1","DKFZp761E198","MEIS3P1","C15orf44","DNAJB4","DYNC2LI1",,,,,"ADCY6","HSD11B1",,,"CEACAM7",,,,,,,,"CLCA2","PLA2G4C","PRODH2","IL24",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CCNJ","CD24","PTPN3","NID1","TCTEX1D1","ZRSR1",,,,,"AFF4","P2RX5",,,"SEMA3G",,,,,,,,"ANKRD1","TMEM156","TRIM58","GNG11",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IL22RA2","PLEKHJ1","HIST1H2BG","CDK8","OSBPL11","RTN1",,,,,"MTA1","TIMP4",,,"SLC48A1",,,,,,,,"CALCB","LOC651803","TMEM8B","KCNH2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SLC25A39","GCH1","GNA12","C7orf23","MFSD9","TLR10",,,,,"COL5A2","DDAH2",,,"SPPL2B",,,,,,,,"SLC5A2","EN2","KRT20","HSD3B2",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C1orf228","C9orf103","CAMK2D","ICAM3","BCL3","MEIS3P1",,,,,"GALNT3","MGLL",,,"DPPA2",,,,,,,,"IMPA2","TSPY1","CD5","MSMB",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BSPRY","SLC39A14","NPEPPS","SYNJ2","TNFRSF21","LRRC25",,,,,"PSMB9","GPR56",,,"PLXND1",,,,,,,,"ENPP1","KRT8P12","DENND2D","TRIM45",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CCDC125","SCD","PGBD5","SLC39A3","MXD1","CLVS1",,,,,"GALNT11","VAMP3",,,"KPNA5",,,,,,,,"RAMP3","SOX9","PSORS1C1","CACNG1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ELMO3","HSPA4L","NAMPT","LYRM7","C20orf197","COL6A3",,,,,"KIAA1467","BEX4",,,"SMG6",,,,,,,,"CD207","PLA2G3","LOC100507605","WNT1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LOC652226","TXNRD3","HINT3","FRMD5","HIST1H2BB","ATXN1",,,,,"APPL1","RAB7L1",,,"MAFG",,,,,,,,"CATSPERB","EXOC6B","CYP26B1","CYP4F8",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAPKAP1","PTPRCAP","CGRRF1","GALNT12","TNFAIP2","RNF149",,,,,"UBXN8","CHIC2",,,"LOXL3",,,,,,,,"CD248","CCNJL","GAS1","CECR1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CAD","ST14","CCL20","STK33","EPB41L5","NME7",,,,,"BPHL","CXCL2",,,"MYL2",,,,,,,,"GPR52","C1QTNF1","CHRM5","MAGEA11",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WDR54","RNF144A","ZFP36","N4BP2L1","EMP3","HNMT",,,,,"KIAA0247","TRAM2",,,"C1orf21",,,,,,,,"FETUB","NMNAT2","DUSP21","MIA",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAP3K15","TRIM58","WBP2","BPNT1","SKIL","SOCS6",,,,,"PROSC","C6orf145",,,"PRSS53",,,,,,,,"CNR2","CCR6","MRPL41","CLDN5",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C12orf75","LOC202451","C3AR1","ATP8B2","TNFRSF11B","SOS1",,,,,"NRIP1","SLC2A10",,,"ACTL8",,,,,,,,"MATN2","REEP2","GRIA1","PLVAP",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F13A1","CAMK1D","GLIPR1","NKX1-1","ZNF675","WNT5A",,,,,"OSBPL3","NFIL3",,,"ELAVL1",,,,,,,,"MAST3","FMNL2","KLRK1","NMUR1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LAMP3","DUSP5P","DDIT4L","SBDS","PLXNB2","SEPT10",,,,,"DNAJC3","PRSS3",,,"KIAA0368",,,,,,,,"APOL3","FLJ13310","EPHX3","NRCAM",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SCLY","MZT1","FAM114A1","C7orf58","ERRFI1","FAM198B",,,,,"KCTD3","DUSP14",,,"NFE2L2",,,,,,,,"SLC29A3","ALDH8A1","GBP2","CD1B",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HN1L","SLC40A1","IRS1","TNFAIP8","LOC727815","CYTH2",,,,,"TCOF1","LIPT1",,,"SMAD9",,,,,,,,"DBF4B","LPXN","TEX15","GFAP",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SLC27A5","BIVM","ZIC2","CTSL1P3","CD86","OTUD1",,,,,"PNISR","C11orf75",,,"SPG20",,,,,,,,"CST4","ADCYAP1R1","KLK12","FRMD1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DSG2","FBLN7","FBXO32","MGC50722","STX6","MGC16142",,,,,"FOS","MREG",,,"TMEM237",,,,,,,,"ATP2A3","BUD31","SH3GL3","LOC79999",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRPC5","MFSD6","RNASEL","TPD52","SH2B3","KIAA1468",,,,,"NDUFA13","TMEM184B",,,"PRG4",,,,,,,,"MTNR1A","UGT8","LECT2","CD160",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TCTA","FERMT1","SLC11A2","SLC25A32","NFKBIZ","ZMYND11",,,,,"INSIG2","ANKMY2",,,"CRTAP",,,,,,,,"PTPRU","CLSTN2","FGF21","S100A5",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C16orf74","ALX3","TM6SF1","KAZN","KITLG","ANKRD40",,,,,"ARFGEF2","TNFAIP1",,,"ZNF429",,,,,,,,"DLK2","FOXG1","SNN","IMPG1",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CPXM1","TIGD1","SAMD9L","PCGF2","CYTH4","MFAP3",,,,,,"KCTD14",,,"RPLP2P1",,,,,,,,"FOLR2",,"MYOM1","LGALS14",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LGALSL","MAPK14","KIAA1467",,"NFKBIA","RNF141",,,,,,"DPY19L1",,,"NT5DC1",,,,,,,,"IVL",,"HTR1D",,,,,,,,,,,,,
